x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,class
-6.262201807746765,10.679460899913346,-9.603783638319502,0.6904182011594493,9.069977756159759,-9.422316335800618,1.142229473367943,-2.659475568148795,3.3994524519830476,-7.0835031006085245,-1.1000719910125296,-12.369527830218205,18.78629452818292,6.6870770245685165,1.5285987535727825,-3.2378788339748983,F
-15.90469736794762,-7.9504086291117835,-12.245307370125653,-4.3510024147004955,3.7878452175532136,-1.6571044547084033,-26.68216937855444,-1.7860077268365433,4.758585143146762,-16.731162071491553,-13.552300444008145,-14.019993254956066,5.652570366790128,5.32853900318781,-7.980062159672506,-6.054280935894739,E
-0.5997528183487422,5.032643630170421,-0.9370945600166807,-8.469170069925921,0.04093484754086907,6.217954604707594,25.37503210057185,-15.397204651356246,-3.2035447095495018,-15.509797156713862,3.561512880850831,10.623988025001442,2.795869161596326,-12.200958659438465,-1.4694519200462648,-0.5701526906724727,G
-6.21279775136027,-2.7022261617838836,-2.284995088016153,13.27432152458704,1.4473874313555593,19.540907311613033,6.020025668026285,5.064849189652865,0.3820105792745787,-12.631380021861013,-3.746046162829343,-1.0106666473249613,-6.34756980081414,2.616403410806174,8.485184620350193,-4.732559877808885,A
1.7086160840160778,6.602802289412557,-9.626948598805244,-4.508563834607701,7.69165953000183,2.641473742692028,16.5643845800734,-4.955766096126364,-9.848121890359646,-0.008747234320990116,-23.978369983079837,-0.5008886108290982,-7.284352178773849,-2.1940150870414743,-8.32219419042777,7.052712700758963,D
-9.009543918000542,5.996035707868224,-3.758748506829119,-1.773018696373931,2.8543223745279565,4.271938092728541,-4.89686757558934,2.217937079041367,-15.755384011719238,-5.323651608504525,10.678182206855581,-14.313740318061061,14.179346223866396,3.65580382165311,3.673041941336484,-0.7424998957489164,H
-2.1692172696515124,-9.74784755679514,-3.9350457262415324,6.580399757022282,6.682435875657254,16.078991832887024,5.635568872340652,-13.503060665252853,21.47148369738428,2.3893048880109635,7.144734529040051,-3.0669291753678505,-4.097484456360629,-6.3358485105297575,-8.78858278120891,9.953233398710136,I
-4.333694753051393,-1.8573148959025847,-6.003302178283253,-10.566331675525667,2.2288606041003143,6.001899932896966,-16.578222101891612,-7.082365875886925,-9.445655682960108,0.3910218625169155,2.5688269142674933,-2.996234127181627,-14.70941544439478,-7.41750730208313,0.2172409359802403,15.66351603437616,J
-4.799445418193941,1.1977357625130551,-15.221768762020844,-25.236790218191366,-7.298787907378921,4.1898211806291785,-7.417055228900188,-17.314185734966728,15.335448184559814,1.370169265095539,-3.73039832270012,-6.767646182620263,12.624874000552365,-4.532012705064569,-10.361071760873898,-1.955670481152624,E
-7.275377981217078,10.222369830131226,-8.006474826530795,-4.530475744979181,-6.08390542418716,-7.820600439298701,5.729199526723553,5.710958134298997,-2.896355304778759,-0.1937852146662533,-5.965603748888784,17.8424383337494,-7.582077002544025,-2.864764288924084,8.262089494778529,-15.162534401586496,C
-10.099407619558223,-0.5728897553662107,7.095137575684836,7.40404982923601,2.91651086536163,-7.560986056988995,-10.675164390322148,10.059473431208414,1.6765451940237437,4.157266330017697,9.19853977376912,-2.6924896130203133,-7.007274023380003,10.350652272756356,1.5646330931319614,14.772741171510841,A
-16.485614270763215,-6.752651699786998,-15.148067716851664,-13.955875266236815,-6.935589471826594,-8.22523693117825,-12.561216330573004,-6.672922011564225,-9.441626222354795,-3.3809312734286836,2.0541793191866935,-12.007289565266142,-0.5062677855767403,0.357677044245721,10.093669396118528,-6.614283553728424,E
-1.1287800584003498,-9.027247175120923,-2.3472652506554272,0.4093854094404934,-9.111782806049067,-5.973393608439089,-7.083599585961926,-6.090745565167257,-9.899551861845719,1.0459484329226179,1.8905237367744134,5.2346386684405575,-9.945616519873731,-5.437115596120294,13.460994194294358,2.3616738963546275,C
-15.889570927500857,-7.095309073804968,-10.817114414129264,-9.791285406888655,-5.31167863632565,-5.9624707454157875,-6.169789621795957,6.928075619406378,-0.9392093575231644,-11.595633063996253,-6.160448743842446,-1.931079145834997,3.831697750583663,-9.938794610427887,11.45568372957307,-11.288278951763857,E
3.8745098152507254,7.599706229815063,4.127374884477332,2.2706691412389732,-8.127270469745838,16.261503528205967,6.494238005180895,10.940544986188822,7.949346104378606,-9.804031079968073,-4.921992470525305,-15.61655337875561,7.859178945928487,-5.670850983136756,-5.797012536765641,-0.7441895771320342,F
-1.1581051550550208,-0.06402813369306148,-14.25731975480667,-4.866225792561886,-1.3189491390717278,-22.193727218637548,16.736866279772503,3.9054708149520936,12.787307764623847,-4.086913287585302,-15.252972398743148,3.2532695600776993,4.059441154039105,9.416227409610423,5.334667961799658,-13.738764965986556,D
-1.5387189163651103,13.580528501140144,-1.5758877115976233,3.4200248230053365,-3.0434477248564233,0.3589685945054102,-4.383329534259813,-1.9063209080757804,-12.267761653372334,5.246176462726213,14.396303651993945,-1.803715849352736,5.647903178499693,-7.706384896541222,-6.483772445725083,-3.2913601011277454,C
2.7664606580909377,-21.119404369783346,-7.072820789064319,3.2384660490962585,-10.481524371577166,5.494844677591592,4.074383807628417,-0.10340495335449074,-1.02420660420014,-9.140652364718163,-5.671881407097148,-6.263857454751936,8.401435489153759,-4.0237965930348425,2.677371707964524,8.421254554720704,J
-5.4573885497970664,9.016347292691984,2.4856674673371604,3.820478885710938,-10.405170113188802,0.7014568188450687,-3.6949635052817125,16.395545396015326,1.5088283623272423,2.2595345918326304,10.266930945928546,-6.90174860012391,8.311135939918998,-4.688629746389127,-12.061411830513613,5.480155191666893,A
4.277857224580935,1.5806372475619515,2.637594454858336,-2.6579150874250272,-1.8033122422806018,-0.11225504011702014,5.622803514662077,-8.562042953770932,4.294883849706325,19.978212785723205,-7.151729041818758,-6.146742304199609,17.73429120379284,-16.15324749101034,3.24026941925204,8.553717261280347,I
9.757450085196094,-12.139567296988325,-4.53731773923232,-0.7450432536462914,-1.876448222874937,-1.7845779171832972,-6.572127471359229,5.408223076597165,3.873384132758993,7.035852112518626,16.2393982041686,1.9031026940510603,19.472003539737997,4.001373711861246,-4.263181858478689,1.7963550149267196,I
5.7134352489849105,3.458488598498132,-5.092671561221855,-1.6949794180733466,-10.170037484278984,-5.384237365458636,-11.154807115276268,11.730491719252235,3.59455598666933,-4.912411226349444,14.38671788447304,-5.926293505765628,7.587973196673412,1.049038632266218,10.200738302733516,-2.4977797513621107,C
8.929767910651792,18.09532405019585,-5.967751214273898,-8.058599499260543,-7.135834925215615,-5.44665266408361,-2.052097219680716,3.4001640278087972,-11.341348501550469,7.695829034080138,1.7162774684892255,1.3874160426069446,-10.16673571600963,-11.585558420978684,10.232275037750119,-4.562603695195513,C
3.330620296396828,4.832309782916709,-5.227860569528241,22.35554979939069,-1.9389040671242466,-8.73273518723235,15.25177246984388,-3.259492869709614,-2.436373899076435,-2.3197751995792473,8.653219778460311,0.5278439555607037,-9.18587208751457,3.5625931045639883,10.390049661218146,-5.6684849919040055,G
